budget,genres,homepage,id,keywords,original_language,original_title,overview,popularity,production_companies,release_date,revenue,runtime,spoken_languages,status,tagline,title,vote_average,vote_count
200000000, 10751|  Family|  14|  Fantasy|  12|  Adventure,http://disney.go.com/wonderland/,12155, 818|  based on novel|  855|  fictional place|  2011|  queen|  2486|  fantasy|  12552|  alice in wonderland|  170362|  fantasy world|  209714|  3d,en,Alice in Wonderland,Alice| an unpretentious and individual 19-year-old| is betrothed to a dunce of an English nobleman. At her engagement party| she escapes the crowd to consider whether to go through with the marriage and falls down a hole in the garden after spotting an unusual rabbit. Arriving in a strange and surreal place called 'Underland|' she finds herself in a world that resembles the nightmares she had as a child| filled with talking animals| villainous queens and knights| and frumious bandersnatches. Alice realizes that she is there for a reason – to conquer the horrific Jabberwocky and restore the rightful queen to her throne.,78.530105, Walt Disney Pictures|  2|  Team Todd|  598|  Tim Burton Productions|  8601|  Roth Films|  16314|  Zanuck Company| The|  20004,03-03-2010,1025491110,108, en|  English,Released,You're invited to a very important date.,Alice in Wonderland,6.4,4645
210000000, 12|  Adventure|  28|  Action|  878|  Science Fiction|  53|  Thriller,0,36668, 1852|  mutant|  8828|  marvel comic|  9717|  based on comic book|  10761|  superhuman|  161271|  beast|  161893|  cyclops|  179430|  aftercreditsstinger,en,X-Men: The Last Stand,When a cure is found to treat mutations| lines are drawn amongst the X-Men and The Brotherhood| a band of powerful mutants organized under Xavier's former ally| Magneto.,3.857526, Ingenious Film Partners|  289|  Twentieth Century Fox Film Corporation|  306|  Donners' Company|  431|  Dune Entertainment|  444|  Major Studio Partners|  445|  Bad Hat Harry Productions|  9168|  thinkfilm|  12247|  Marvel Enterprises|  19551|  X3 Canada Productions|  79028|  X3US Productions|  79029|  XM3 Service|  79030,24-05-2006,459359555,104, en|  English,Released,Take a Stand,X-Men: The Last Stand,6.3,3525
200000000, 16|  Animation|  10751|  Family,0,62211, 1299|  monster|  5984|  dormitory|  6186|  games|  10336|  animation|  12392|  best friend|  13160|  university|  163303|  scary|  179430|  aftercreditsstinger,en,Monsters University,A look at the relationship between Mike and Sulley during their days at Monsters University — when they weren't necessarily the best of friends.,89.186492, Walt Disney Pictures|  2|  Pixar Animation Studios|  3,20-06-2013,743559607,104, en|  English,Released,School never looked this scary.,Monsters University,7,3528
150000000, 878|  Science Fiction|  28|  Action|  12|  Adventure,http://www.transformersmovie.com/,8373, 1160|  egypt|  1670|  sun|  4630|  chaos|  8264|  symbol|  9854|  artifact|  10607|  transformers|  11117|  tank|  14544|  robot|  156395|  imax|  179431|  duringcreditsstinger,en,Transformers: Revenge of the Fallen,Sam Witwicky leaves the Autobots behind for a normal life. But when his mind is filled with cryptic symbols| the Decepticons target him and he is dragged back into the Transformers' war.,21.939663, Paramount Pictures|  4|  DreamWorks SKG|  27|  Amblin Entertainment|  56|  Di Bonaventura Pictures|  435|  Platinum Dunes|  2481|  Hasbro Studios|  22826|  Revolution Sun Studios|  76043,19-06-2009,836297228,150, en|  English|  es|  Espa\u00f1ol,Released,Revenge is coming.,Transformers: Revenge of the Fallen,6,3138
210000000, 878|  Science Fiction|  28|  Action|  12|  Adventure,http://www.transformersmovie.com,91314, 9663|  sequel|  9951|  alien|  10607|  transformers|  10891|  giant robot|  14544|  robot|  156395|  imax|  166594|  transforming robot,en,Transformers: Age of Extinction,As humanity picks up the pieces| following the conclusion of Transformers: Dark of the Moon| Autobots and Decepticons have all but vanished from the face of the planet. However| a group of powerful| ingenious businessman and scientists attempt to learn from past Transformer incursions and push the boundaries of technology beyond what they can control - all while an ancient| powerful Transformer menace sets Earth in his cross-hairs.,116.840296, Paramount Pictures|  4|  Amblin Entertainment|  56|  Di Bonaventura Pictures|  435|  Platinum Dunes|  2481|  China Movie Channel|  11413|  Hasbro Studios|  22826|  Ian Bryce Productions|  38833|  Revolution Sun Studios|  76043,25-06-2014,1091405097,165, en|  English,Released,This is not war. It's extinction.,Transformers: Age of Extinction,5.8,3095
200000000, 14|  Fantasy|  12|  Adventure|  10751|  Family,http://www.ozthegreatandpowerfulmovie.com,68728, 291|  circus|  616|  witch|  2343|  magic|  3929|  hope|  4662|  illusion|  44451|  lost|  172365|  magic trick|  177912|  wizard|  209714|  3d,en,Oz: The Great and Powerful,Oscar Diggs| a small-time circus illusionist and con-artist| is whisked from Kansas to the Land of Oz where the inhabitants assume he's the great wizard of prophecy| there to save Oz from the clutches of evil.,46.985445, Walt Disney Pictures|  2|  Roth Films|  16314,07-03-2013,491868548,130, en|  English,Released,In Oz| nothing is what it seems,Oz: The Great and Powerful,5.7,3530
200000000, 28|  Action|  12|  Adventure|  14|  Fantasy,http://www.theamazingspiderman.com,102382, 1523|  obsession|  8828|  marvel comic|  9663|  sequel|  9717|  based on comic book|  13040|  electrocution|  33977|  medical experiment|  41594|  electricity|  163455|  super powers,en,The Amazing Spider-Man 2,For Peter Parker| life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves| Gwen Stacy| high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away| but that is a promise he cannot keep. Things will change for Peter when a new villain| Electro| emerges| an old friend| Harry Osborn| returns| and Peter uncovers new clues about his past.,89.270217, Columbia Pictures|  5|  Marvel Enterprises|  19551|  Avi Arad Productions|  31828|  Matt Tolmach Productions|  53462,16-04-2014,705717432,142, en|  English,Released,No more secrets.,The Amazing Spider-Man 2,6.5,4179
170000000, 12|  Adventure|  28|  Action|  878|  Science Fiction,http://disney.go.com/tron/,20526, 310|  artificial intelligence|  1308|  secret identity|  4286|  computer program|  4565|  dystopia|  6104|  computer|  9758|  deception|  12965|  duel|  14735|  motorcycle|  185351|  neon light|  236778|  autocracy,en,TRON: Legacy,Sam Flynn| the tech-savvy and daring son of Kevin Flynn| investigates his father's disappearance and is pulled into The Grid. With the help of a mysterious program named Quorra| Sam quests to stop evil dictator Clu from crossing into the real world.,73.79505, Walt Disney Pictures|  2|  LivePlanet|  7161|  Prana Studios|  18713|  Sean Bailey Productions|  23791|  Revolution Sun Studios|  76043|  Kontsept Film Company|  76067,10-12-2010,400062763,125, en|  English,Released,The Game Has Changed.,TRON: Legacy,6.3,2841
200000000, 16|  Animation|  10751|  Family|  12|  Adventure|  35|  Comedy,http://www.disney.go.com/cars/,49013, 830|  car race|  9663|  sequel|  10267|  comedy|  11500|  anthropomorphism|  12392|  best friend|  179431|  duringcreditsstinger,en,Cars 2,Star race car Lightning McQueen and his pal Mater head overseas to compete in the World Grand Prix race. But the road to the championship becomes rocky as Mater gets caught up in an intriguing adventure of his own: international espionage.,49.98659, Walt Disney Pictures|  2|  Pixar Animation Studios|  3,11-06-2011,559852396,106, en|  English|  ja|  \u65e5\u672c\u8a9e|  it|  Italiano|  fr|  Fran\u00e7ais,Released,Ka-ciao!,Cars 2,5.8,2033
200000000, 12|  Adventure|  28|  Action|  53|  Thriller|  878|  Science Fiction,http://greenlanternmovie.warnerbros.com/,44912, 849|  dc comics|  4375|  transformation|  9715|  superhero|  9951|  alien|  15250|  alien infection|  15252|  magical object|  15254|  protector|  163455|  super powers|  202540|  origin|  209714|  3d,en,Green Lantern,For centuries| a small but powerful force of warriors called the Green Lantern Corps has sworn to keep intergalactic order. Each Green Lantern wears a ring that grants him superpowers. But when a new enemy called Parallax threatens to destroy the balance of power in the Universe| their fate and the fate of Earth lie in the hands of the first human ever recruited.,51.872839, De Line Pictures|  2609|  Warner Bros.|  6194|  DC Entertainment|  9993,16-06-2011,219851172,114, en|  English,Released,In our darkest hour| there will be light.,Green Lantern,5.1,2487
200000000, 16|  Animation|  10751|  Family|  35|  Comedy,http://disney.go.com/toystory/,10193, 1562|  hostage|  3616|  college|  4290|  toy|  5462|  barbie|  10336|  animation|  10685|  escape|  33794|  day care|  158162|  teddy bear|  179431|  duringcreditsstinger|  187065|  toy comes to life|  209386|  personification|  209387|  inanimate objects coming to life|  224516|  toy story,en,Toy Story 3,Woody| Buzz| and the rest of Andy's toys haven't been played with in years. With Andy about to go to college| the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.,59.995418, Walt Disney Pictures|  2|  Pixar Animation Studios|  3,16-06-2010,1066969703,103, en|  English|  es|  Espa\u00f1ol,Released,No toy gets left behind.,Toy Story 3,7.6,4597
200000000, 28|  Action|  878|  Science Fiction|  53|  Thriller,https://www.warnerbros.com/terminator-salvation,534, 83|  saving the world|  310|  artificial intelligence|  530|  prophecy|  582|  san francisco|  679|  cyborg|  1373|  killer robot|  1420|  gas station|  4458|  post-apocalyptic|  4565|  dystopia|  6092|  army|  6112|  firearm|  11159|  wartime|  12670|  los angeles,en,Terminator Salvation,All grown up in post-apocalyptic 2018| John Connor must lead the resistance of humans against the increasingly dominating militaristic robots. But when Marcus Wright appears| his existence confuses the mission as Connor tries to determine whether Wright has come from the future or the past -- and whether he's friend or foe.,71.862892, Columbia Pictures|  5|  The Halcyon Company|  4021|  Wonderland Sound and Vision|  4022|  Warner Bros.|  6194,20-05-2009,371353001,115, en|  English|  it|  Italiano,Released,The End Begins.,Terminator Salvation,5.9,2463
190000000, 28|  Action,http://www.furious7.com/,168259, 830|  car race|  3428|  speed|  9748|  revenge|  9937|  suspense|  33885|  car|  40870|  race|  205399|  muscle car,en,Furious 7,Deckard Shaw seeks revenge against Dominic Toretto and his family for his comatose brother.,102.322217, Universal Pictures|  33|  Original Film|  333|  Fuji Television Network|  3341|  Dentsu|  6452|  One Race Films|  7154|  China Film Co.|  40890|  Qu\u00e9bec Production Services Tax Credit|  86352|  Media Rights Capital (MRC)|  86655|  Abu Dhabi Film Commission|  87857|  Colorado Office of Film| Television & Media|  87858,01-04-2015,1506249360,137, en|  English,Released,Vengeance Hits Home,Furious 7,7.3,4176
200000000, 28|  Action|  18|  Drama|  27|  Horror|  878|  Science Fiction|  53|  Thriller,http://www.worldwarzmovie.com,72190, 4565|  dystopia|  12332|  apocalypse|  12377|  zombie|  160381|  nuclear weapons|  180635|  multiple perspectives|  186565|  zombie apocalypse,en,World War Z,Life for former United Nations investigator Gerry Lane and his family seems content. Suddenly| the world is plagued by a mysterious infection turning whole human populations into rampaging mindless zombies. After barely escaping the chaos| Lane is persuaded to go on a mission to investigate this disease. What follows is a perilous trek around the world where Lane must brave horrific dangers and long odds to find answers before human civilization falls.,81.834855, Paramount Pictures|  4|  GK Films|  3281|  Skydance Productions|  6277|  Hemisphere Media Capital|  9169|  Apparatus Productions|  11956|  Latina Pictures|  19108|  2DUX\u00b2|  23644,20-06-2013,531865000,116, en|  English,Released,Remember Philly!,World War Z,6.7,5560
250000000, 28|  Action|  12|  Adventure|  14|  Fantasy|  878|  Science Fiction,http://www.x-menmovies.com/,127585, 1228|  1970s|  1852|  mutant|  4379|  time travel|  8828|  marvel comic|  9717|  based on comic book|  10761|  superhuman|  14527|  storm|  161271|  beast|  179430|  aftercreditsstinger|  206736|  changing the past or future,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,118.078691, Twentieth Century Fox Film Corporation|  306|  Donners' Company|  431|  Marvel Entertainment|  7505|  Bad Hat Harry Productions|  9168|  TSG Entertainment|  22213|  Down Productions|  37336|  Revolution Sun Studios|  76043,15-05-2014,747862775,131, en|  English,Released,To save the future| they must alter the past,X-Men: Days of Future Past,7.5,6032
190000000, 28|  Action|  12|  Adventure|  878|  Science Fiction,0,54138, 1612|  spacecraft|  6054|  friendship|  9663|  sequel|  9685|  futuristic|  9882|  space|  9951|  alien|  156395|  imax|  161176|  space opera|  179569|  terrorist bombing|  209714|  3d,en,Star Trek Into Darkness,When the crew of the Enterprise is called back home| they find an unstoppable force of terror from within their own organization has detonated the fleet and everything it stands for| leaving our world in a state of crisis.  With a personal score to settle| Captain Kirk leads a manhunt to a war-zone world to capture a one man weapon of mass destruction. As our heroes are propelled into an epic chess game of life and death| love will be challenged| friendships will be torn apart| and sacrifices must be made for the only family Kirk has left: his crew.,78.291018, Paramount Pictures|  4|  Skydance Productions|  6277|  Bad Robot|  11461|  Kurtzman/Orci|  12536,05-05-2013,467365246,132, en|  English,Released,Earth Will Fall,Star Trek Into Darkness,7.4,4418
